Clinic Name,Address,State,Email,Google_Full_Address,Latitude,Longitude,Extracted_Pincode,Mapped_District,Brand_name,Clinic_Type
Panimalar Fertility Centre,"Panimalar Medical college Hospital, Outer ring Road, Varadharajapuram, Poonamallee, Chennai",TAMIL NADU,obgpmchri@gmail.com,"Varadharajapuram, Chennai Outer Ring Rd, Poonamallee, Chennai, Banaveduthottam, Tamil Nadu 600123",13.0572113,80.0717091,600123,Chennai,PANIMALAR,Independent
PARAMPARA FERTILTY&GYNAECCENTRE,"NO-72,Ormes road,Kilpauk",TAMIL NADU,info@paramparafertility.com,"1st Floor, No, 72, Ormes Rd, Kilpauk, Chennai, Tamil Nadu 600010",13.0825667,80.2219178,600010,Chennai,PARAMPARA,Independent
Parvathy Ayyavoo Fertility Centre,"Aditi Nursing Home; 5,Usman Ali Street; TVS Tolgate",TAMIL NADU,dr.charmila@gmail.com,"5, Usman Ali St, Hanifa Colony, TVS Tolgate, Tiruchirappalli, Tamil Nadu 620020",10.7898891,78.6762169,620020,Trichy,PARVATHY,Independent
Peacock fertility center,4/120 JN road Old ICICI complex Nearby IDBI Bank,TAMIL NADU,nirmalajay1006@gmail.com,"Sai Ashirwad, No.51-B, Vijayanagar, 4th Cross Street, Near Flyover, Baby Nagar, Velachery, Chennai, Tamil Nadu 600042",12.9811113,80.2085836,600042,Chennai,PEACOCK,Independent
PEACOCK FERTILITY CENTRE,"PEACOCK HOSPITALS, NO.5 ARAKKONAM ROAD ,TIRUTTANI",TAMIL NADU,msreekiran99@yahoo.com,"5, Arakkonam Rd, JJ Nagar, Nethaji Nagar, Thiruttani, Tamil Nadu 631209",13.1671387,79.5946737,631209,Kanchipuram,PEACOCK,Independent
PEARL SINGAPORE FERTILITY CENTRE & RESEARCH INSTITUTE  LLP,"Plot 5/3, Vinayagam Avenue, OkkiamPettai, OMR, Thuraipakkam, Chennai",TAMIL NADU,chitra.shankar@outlook.com,"Nehru Nagar, Sri Sowdeswari Nagar, Thoraipakkam, VINAYAGAM AVENUE, OKKIYIAMPETAI THURAIPAKKAM, Chennai, Tamil Nadu 600097",12.9143578,80.2167673,600097,Chennai,PEARL,Independent
Pearl speciality and fertility clinic,No.220 B.V Puram CTH road avadi,TAMIL NADU,drpavi_84@yahoo.com,"4, Nagarathinam Street, Gandhi Nagar, Vasantham Nagar, Avadi, Chennai, Tamil Nadu 600054",13.119971,80.0808904,600054,Chennai,PEARL,Independent
Pink Lines Fertility Clinic & Women's Centre,"Victory Tower, Ground Floor, 486(724/725), Periyar EVR Salai, Shenoy Nagar, Chennai",TAMIL NADU,pinklinesivf@gmail.com,"No. 724/725 Victory Tower, Periyar EVR Salai, Poonamallee High Rd, Aminjikarai, Chennai, Tamil Nadu 600030",13.0746377,80.209024,600030,Chennai,PINK,Independent
PONNI HOSPITAL,"42,PACHAPALAYAM.TRICHY MAIN ROAD PALLADAM",TAMIL NADU,ponnihospitalpalladam@gmail.com,"No. 42, Trichy Rd, Pachapalayam, Palladam, Tamil Nadu 641664",11.0603635,77.2290334,641664,Coimbatore,PONNI,Independent
PONNI HOSPITAL AND FERTILITY CENTRE,"2/408,PILLAIYAR KOVIL STREET ,NARAYANAPURAM,MADURAI",TAMIL NADU,maduraiponnihospitals@gmail.com,"Bus Stop, 2/408, Pillayar Kovil Street Bank Colony, Narayanapuram, Madurai, Tamil Nadu 625014",9.9598756,78.1128618,625014,Madurai,PONNI,Independent
PPK FERTILITY CENTRE,"PPKHOSPITAL CAMPUS, MAIN ROAD MARTHANDAM",TAMIL NADU,ppkfertility1@gmail.com,"864C+8X3 PPK Hospital, NH 47, NH 47, opp. to C.S.I Church, Backside, Marthandam, Tamil Nadu 629165",8.3066284,77.201932,629165,Kanyakumari,PPK,Independent
PRASANNA IVF CENTRE,"NO 30 - A ,NORTH CAR STREET ,SRIVILLIPUTTUR",TAMIL NADU,drradhalakshmi@gmail.com,"31, N Car St, Mangapuram, Srivilliputhur, Tamil Nadu 626125",9.5115259,77.6091204,626125,Virudhunagar,PRASANNA,Independent
PRASHANTH FERTILITY AND WOMENTS CENTRE,"OLD NO: 171, NEW NO: 57, RED HILLS ROAD, BANU NAGAR, PUDHUR, AMBATTUR, CHENNAI",TAMIL NADU,pfrcambattur@gmail.com,"17, Red Hills Main Road banu Nagar, Pudur, Ambattur, Chennai, Tamil Nadu 600053",13.1310381,80.138825,600053,Chennai,PRASHANTH,Chained
Prashanth fertility research centre,"No 77 Harrington road, Chetpet, Chennai,",TAMIL NADU,haripriyageetha@gmail.com,"77, Harrington Rd, behind PACHAIYAPPAS COLLEGE, Chetpet, Chennai, Tamil Nadu 600031",13.0696038,80.2157197,600031,Chennai,PRASHANTH,Chained
PRASHANTH FERTILITY RESEARCH CENTRE,"36 & 36a VELACHERY MAIN ROAD, VELACHERY",TAMIL NADU,dr.kavithagovindaraj@gmail.com,"36 & 36A, Velachery Rd, Dhandeeswaram, Velachery, Chennai, Tamil Nadu 600042",12.9786007,80.2007507,600042,Chennai,PRASHANTH,Chained
Prashanth Fertility Research Centre,"Citi Hospital,26,Sardar Patel Road,Nethaji Colony,Kasturba Nagar ,Adyar",TAMIL NADU,cgayu12@gmail.com,"2nd Floor, 26, Sardar Patel Rd, Nethaji Colony, Kasturba Nagar, Adyar, Chennai, Tamil Nadu 600020",13.0063337,80.2324348,600020,Chennai,PRASHANTH,Chained
PREETHA NURSING HOME,"NO.1, PREETHA STREET,WEST KAMARAJAPURAM,MAHATMA GANDHI ROAD",TAMIL NADU,e.ravirajasekar@gmail.com,"1, Kamarajapuram, West, Covai Road, Kovai Main Rd, Karur, Tamil Nadu 639002",10.9636393,78.0493358,639002,Karur,PREETHA,Independent
"PREETHI HOSPITALS (P) LTD.,","NO 50, MELUR MAIN ROAD, UTHANGUDI, MADURAI",TAMIL NADU,admin@preethihospitals.com,"50, Melur Main Rd, Uthangudi, Tamil Nadu 625107",9.9517023,78.1645652,625107,Madurai,PREETHI,Independent
Preethika fertility centre,"16/211, Arthanari nagar first cross, new Bus stand salem",TAMIL NADU,preethikasris@gmail.com,"16/211, Arthanari St, Arthanari Nagar, Swarnapuri, Salem, Tamil Nadu 636004",11.6718171,78.1187217,636004,Salem,PREETHIKA,Independent
Pritem Endoscopy & Fertility centre,"1, Arul malar convent road ,KK nagar",TAMIL NADU,mangalakabali@yahoo.com,"Number 1, Arulmalar Convent Road, Managiri, KK Nagar, Madurai, Tamil Nadu 625020",9.9299908,78.1229447,625020,Madurai,PRITEM,Independent
PRIYA NURSING HOME,"27,VEPPAMARAM STREET,VELAPADI",TAMIL NADU,uroarun74@gmail.com,"NO-27, Veppamaram St, Velapadi, Vellore, Tamil Nadu 632001",12.9058178,79.11492,632001,Vellore,PRIYA,Independent
Priyas Clinic,56 Asoori street,TAMIL NADU,drdgeethapriyabalaji@gmail.com,"56 Assori Street, Theradi St, Ikkadu, Tamil Nadu 602001",13.1448952,79.8882881,602001,Tiruvallur,PRIYA,Independent
progeny fertility centre,"120/4 chinnayan towers,cherry road,Hasthampatti ,salem",TAMIL NADU,progenyfertilitysalem@gmail.com,"120/4, 3rd Floor, Chinnayyan Towers, Bus Stop, Cherry Rd, opp. Gandhi Road, Subbarayan Layout, Hasthampatti, Salem, Tamil Nadu 636007",11.6726736,78.1379368,636007,Salem,PROGENY,Independent
PROLIFE OG CENTRE,NO.1A 1ST STREET IAS/IPS COLONY RIVERVIEW AVENUE MANAPAKKAM CHENNAI,TAMIL NADU,thamarairam@gmail.com,"River View Enclave, No:1,1st Street, IAS, IPS Colony, Manapakkam, Chennai, Tamil Nadu 600125",13.0182019,80.1562994,600125,Chennai,PROLIFE,Independent
"Promise Fertility Center, Fertility Unit of Sri Kumaran A Speciality Hospital","3a 3b Kakkan Street, West Tambaram, Chennai",TAMIL NADU,promisefertility@gmail.com,"3a, 3b, Kakkan St, West Tambaram, Tambaram, Chennai, Tamil Nadu 600045",12.9279041,80.0913213,600045,Chennai,PROMISE,Independent
QUEENS FERTILITY CENTER,"60-A, TRIVANDRUM ROAD",TAMIL NADU,queensfertilitycenter@gmail.com,"60 A, Trivandrum Rd, Palayamkottai, Tirunelveli, Tamil Nadu 627002",8.7166628,77.7117894,627002,Tirunelveli,QUEEN,Independent
RAADHA RAJENDRAN HOSPITAL PRIVATE LIMITED,"7-10 VEMBULI AMMAN KOIL STREET, ALANDUR, CHENNAI",TAMIL NADU,rrmsh@outlook.com,"No. 7, 10, Vembuli Amman Koil St, Ramapuram, Mela Ilandaikulam, Alandur, Chennai, Tamil Nadu 600016",13.005858,80.1837236,600016,Chennai,RAADHA,Independent
RAHAVENDAR HOSPITAL,"36-E, KURUVIKARAN SALAI, SANTHAIPETTAI, MADURAI-625009.",TAMIL NADU,rahavendarhospital.ceo@gmail.com,"W48Q+JMF, 36-E, Kuruvikaran Salai, Kamarajar Salai, Madurai, Tamil Nadu 625009",9.9161565,78.1190493,625009,Madurai,RAHAVENDAR,Independent
RAINBOW CHILDREN'S MEDICARE LIMITED,"Survey No 230/7A part, Pillaiyar Koil Street, Thirumangalam, Anna Nagar West",TAMIL NADU,dr.karthikganesh@gmail.com,"Pillaiyar Koil St, Thirumangalam, Chennai, Tamil Nadu 600050",13.0793442,80.1773995,600050,Chennai,RAINBOW,Chained
RAINBOW CHILDREN'S MEDICARE LIMITED,"493, OMR - ECR Link road Toll 4A2B, Kalaignar Karunanidhi Salai, Sholinganallur, Chennai, Tamil Nadu 600119",TAMIL NADU,quality.snc@rainbowhospitals.in,"493, OMR - ECR Link road Toll 4A2B, Kalaignar Karunanidhi Salai, Sholinganallur, Chennai, Tamil Nadu 600119",12.9006835,80.2250608,600119,Chennai,RAINBOW,Chained
RAINBOW CHILDREN'S MEDICARE LIMITED GUINDY,"157, Anna Salai, near Little Mount, Little Mount, Guindy, Chennai, Tamil Nadu 600015",TAMIL NADU,ldrnursing.gdy@rainbowhospitals.in,"Metro Station, 157, Anna Salai, near Little Mount, Little Mount, Guindy, Chennai, Tamil Nadu 600015",13.0139664,80.2020304,600015,Chennai,RAINBOW,Chained
Rainbow hospital for women and children,"B 20 Rajaji Street,  swarnapuri",TAMIL NADU,jaykum1999@gmail.com,"No B, 20, Rajaji St, Swarnapuri, Salem, Tamil Nadu 636004",11.6724955,78.1172284,636004,Salem,RAINBOW,Chained
Raja Superspeciality Clinic,"Plot no 1,Nolambur Phase 1, VGN Nagar Phase 1,Nolambur,Ambattur industrial estate,Chennai ,Tamilnadu 600037",TAMIL NADU,rajasuperspecialityclinic@gmail.com,"Plot no 1, Nolambur Phase 1, VGN Nagar Phase 1, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095",13.077425,80.1443313,600095,Chennai,RAJA,Independent
Rajeshwari Test Tube Baby Centre,16/153 NGR road rajeshwari nursing home palladam,TAMIL NADU,rajeshwarittbc@gmail.com,"Rajeshwari Nursing Home, N G R Salai Rd, behind Palladam Bus Stand, Mullai Nagar, Palladam, Tamil Nadu 641664",10.9953753,77.2815229,641664,Coimbatore,RAJESHWARI,Independent
Rajini Clinic,"Old no 2, New no 3, PT Rajan salai KK nagar Chennai",TAMIL NADU,usha_jipmer@yahoo.co.in,"Old no 2, New no 3, PT Rajan Rd, opposite to Lakshman Shruti signal, Sector 13, K. K. Nagar, Chennai, Tamil Nadu 600083",13.0442229,80.1914142,600083,Chennai,RAJINI,Independent
"RAMA PRASAD MULTISPECIALITY HOSPITALS, VERSHA TEST TUBE BABY CENTRE","No. 75, KALLIAMPUDUR, KUNNATHUR ROAD (MEDICAL COLLEGE ROAD), PERUNDURAI",TAMIL NADU,ramaprasadhospital@gmail.com,"75, Road, Medical College Road, Kalliampudur, Perundurai, Tamil Nadu 638052",11.2795777,77.5517141,638052,Erode,RAMA,Independent
RAMAKRISHNA HOSPITAL,"395,SAROJINI NAIDU STREET",TAMIL NADU,ivf1@sriramakrishnahospital.co.in,"395, Sarojini Naidu Rd, Siddhapudur, New Siddhapudur, Coimbatore, Tamil Nadu 641044",11.0232214,76.9571332,641044,Coimbatore,RAMAKRISHNA,Independent
Ramakrishna Medical Centre LLP,"19,20,21, Vivekananda Nagar, Woraiyur, Trichy",TAMIL NADU,rnhtrichy@gmail.com,"No: 20, Vivekananda Nagar, Woraiyur, Tiruchirappalli, Tamil Nadu 620003",10.821714,78.6542287,620003,Trichy,RAMAKRISHNA,Independent
Ramana hospital,"No 37 F Pollachi road,Dharapuram,Tirupur district",TAMIL NADU,drdivyaj@gmail.com,"37F, Pollachi Rd, RSP Nagar, Dharapuram, Tamil Nadu 638657",10.7352033,77.514582,638657,Erode,RAMANA,Independent
Ramyashree Fertility Centre,"No 27 Ulundurpet road , Vridhachalam",TAMIL NADU,trramyashree88@gmail.com,"Junction Rd, Virudhachalam, Tamil Nadu 606001",11.5237089,79.3215858,606001,Tiruvannamalai,RAMYASHREE,Independent
RANGA HOSPITAL,"1638, THADAGAM ROAD, VELANDIPALAYAM, COIMBATORE",TAMIL NADU,drvrathikacoimbatore@gmail.com,"2WHJ+HR4, Thadagam Main Rd, near Avila Convent School, Velandipalayam, Tamil Nadu 641025",11.0289372,76.9114836,641025,Coimbatore,RANGA,Independent
RANGA NURSING HOME,"NO:287,T.H.ROAD, OLD WASHERMENPET,CHENNAI",TAMIL NADU,dr.rvgkrishnan@gmail.com,"287, Thiruvottiyur High Rd, Chellapa Colony, New Washermenpet, Tiruvottiyur, Chennai, Tamil Nadu 600021",13.1192391,80.2650428,600021,Chennai,RANGA,Independent
Rao hospital,120 west periasamy road RS puram coimbatore,TAMIL NADU,director-admin@raohospital.com,"120, W Periasamy Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002",11.0132254,76.9278341,641002,Coimbatore,RAO,Independent
Rathimed speciality Hospital,"Q-102, 3rd avenue , Anna nagar, chennai",TAMIL NADU,rathimedspecialityhospital@gmail.com,"Rathimed Speciality Hospital, 3rd Ave, Block Q, Anna Nagar, Chennai, Tamil Nadu 600040",13.0917265,80.197285,600040,Chennai,RATHIMED,Independent
Rathna Ferility Centre India Pvt Ltd,"12/208, Main Road, Swamiyarmadam",TAMIL NADU,rathnafertilitycentre.rfc@gmail.com,"Rathna Memorial Hospital, 11-208, Swamiyar Madam, Kattathurai, Tamil Nadu 629158",8.2873694,77.249943,629158,Kanyakumari,RATHNA,Chained
Rathna fertility centre,Annamalai chettiyar street.sekkalai 1st street.sekkalai,TAMIL NADU,dr.rathna2@gmail.com,"Rathnaa fertility centre, 244, Sekkalai Rd, Sekkalai, Karaikudi, Tamil Nadu 630002",10.0800531,78.7553888,630002,Sivaganga,RATHNA,Chained
RATHNA MEDICAL CENTRE (URO & IVF),NO: 9 KUMARAN NAGAR VAYALUR ROAD NEAR KVB,TAMIL NADU,babitajohn73@gmail.com,"No 68 Ramalinganagar south extension, Puthur, Tiruchirappalli, Tamil Nadu 620017",11.9246704,76.754232,620017,Trichy,RATHNA,Chained
Redeem fertility,"retteri kumaran hospital building, 1419/A, Jawaharlal nehru road, retteri junction, kolathur,",TAMIL NADU,redeemfertility@gmail.com,"46G6+JR9, 2/6, Inner Ring Road junction, Retteri, Kolathur, Chennai, Tamil Nadu 600099",13.131561,80.1934966,600099,Chennai,REDEEM,Independent
Retna Global Hospital Fertility Centre,"Retna global hospital, 95/1,Pattabiraman Street, Tennur,Trichy-17,Tamilnadu",TAMIL NADU,priya.vas15@gmail.com,"No 95, 1, Pattabiraman Salai, beside Maruti Hospital, Anna Nagar, Tennur, Tiruchirappalli, Tamil Nadu 620017",10.8100107,78.6596743,620017,Trichy,RETNA,Independent
Retnadhas hospital,Manapparai Trichy,TAMIL NADU,dhas.p@yahoo.com,"JC28+R3M, Vadagupatti, Tamil Nadu 621306",10.6021274,78.3945857,621306,Trichy,RETNADHA,Independent
Rhea Womenâ€™s Speciality hospital & Rhea IVF,"204/4A , Taj Towers , Durugam main road, Opposite to AKT engineering college gate, Kallakurichi , Kallakurichi district",TAMIL NADU,vadivuvenkat@hotmail.com,"Taj Towers, 204/4A, Durugam Main road, opposite to Akt Engineering college gate, Kallakurichi, Tamil Nadu 606202",11.7382434,78.9614375,606202,Kallakurichi,RHEA,Independent
RITHVIK SPECIALITY CLINIC - FERTILITY AND CANCER CENTER,"Shop. No. 1,2,3, NIRMALA COMPLEX, MRN NAGAR MAIN ROAD, MRN NAGAR, KALLAKURICHI",TAMIL NADU,viji8oct@gmail.com,"PXP9+QR5, MRN Rd, MRN Nagar, Raja Nagar, Kallakurichi, Tamil Nadu 606202",11.7369419,78.9490169,606202,Kallakurichi,RITHVIK,Independent
RK FERTILITY UNIT,"RK HOSPIALS FOR WOMEN AND CHILDREN,N07 FIRST STREET,VOC NAGAR,THANJAVUR",TAMIL NADU,RKIVFUNIT@GMAIL.COM,"1st Cross Rd, VOC Nagar, Parisutham Nagar, Thanjavur, Tamil Nadu 613007",10.7727822,79.1237718,613007,Thanjavur,RK,Independent
Roshini Arunaa IVF clinic,"32,ALC CAMPUS MANJAKUPPAM CUDDALORE",TAMIL NADU,ezhilrajan96@gmail.com,"No 44, QQ46+5HX ALC campus, No 32 ALC Campus, Manjakuppam, Cuddalore, Tamil Nadu 607001",11.755739,79.7587153,607001,Cuddalore,ROSHINI,Independent
Royal Care Super Speciality Hospital Ltd,"1/520, Neelambur, Sulur (TK).",TAMIL NADU,coo@royalcarehospitals.in,"L&T Toll Gate, Bye Pass 1 520, Salem - Kochi Hwy, Neelambur, Tamil Nadu 641062",11.0593054,77.0688943,641062,Coimbatore,CARE,Independent
ROYAL HOSPITAL,"67,D.D. ROAD,ARAPALAYAM,MADURAI",TAMIL NADU,royalhospital678@gmail.com,"67, DD Main Rd, Block Number 3, Arappalayam, Gnanavolivupuram, Madurai, Tamil Nadu 625016",9.9358908,78.0799176,625016,Madurai,HOSPITAL,Independent
Royal Hospital and Fertility Centre,"Royal Hospital, 1, Nehru Street, Alwarthirunagar, Chennai",TAMIL NADU,royalhospital87@gmail.com,"No -1, Royal Hospital Jawaharlal, Nehru St, Alwartirunagar, Tiruvallur, Chennai, Tamil Nadu 600087",13.0446695,80.1641388,600087,Chennai,HOSPITAL,Independent
RR Speciality Hospital,"No. 55, Sanjeevi Naidu Street, Thiruppapuliyur, Cuddalore",TAMIL NADU,rrshcud@gmail.com,"No. 55 Sanjeevi, Sankara Naidu St, Muthaiya Nagar, Thirupapuliyur, Cuddalore, Tamil Nadu 607002",11.747616,79.7250582,607002,Cuddalore,RR,Independent
RRHOSPITAL/THULIR FERTILITY CENTRE,"5470/5471,MARTHANDAPURAM FIRST STREET,PUDUKOTTAI",TAMIL NADU,malarvizhi51450@gmail.com,"9RHC+CMR, Marthandapuram, Pudukkottai, Tamil Nadu 622001",10.379382,78.7998583,622001,Pudukkottai,RRHOSPITALTHULIR,Independent
RUBHA MEDICAL CENTRE AND HOSPITAL PVT LTD,"189/3, ANNA PATHAI,PERUR MAIN ROAD,SELVAPURAM",TAMIL NADU,rubhamedicalcentre@yahoo.com,"anna Pathai,Perur Main Road, selvapuram, Coimbatore, Tamil Nadu 641026",10.9846909,76.9121747,641026,Coimbatore,RUBHA,Independent
rupikaas fertility centre,"202 nethaji main road, BB kulam , madurai",TAMIL NADU,indumeenatr@gmail.com,"202, Nethaji Main Rd, Viswanathapuram, B B Kulam, Madurai, Tamil Nadu 625002",9.9425636,78.1082147,625002,Madurai,RUPIKAA,Independent
S V Medical Center,"6/133-1/1 Pollachi main road, solavampalayam, kinathukadavu, Coimbatore",TAMIL NADU,drsredevism@gmail.com,"Pollachi Main Rd, Kinathukadavu, Tamil Nadu 642109",10.8325392,76.9974852,642109,Coimbatore,S,Independent
S.J.Speciality Clinic,"26 Pammal Main Road , Muthamizh Nagar , Pammal, Chennai",TAMIL NADU,sjspecialityclinic2012@gmail.com,"26, Pammal Main Rd, opposite ICICI BANK, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu 600075",12.9719832,80.1202486,600075,Chennai,SJSPECIALITY,Independent
S.S. Hospital,"145, Nethaji Road, Marappalam Erode.",TAMIL NADU,ramachandranpalaniappan1951@gmail.com,"145, Nethaji Rd, Kalukadimedu, Surampattivalasu, Marapalam, Erode, Tamil Nadu 638001",11.3348699,77.711655,638001,Erode,SS,Chained
Saaral Fertility and Women's Health Centre,"73/1, Vasan Dental Complex, Next to Easybuy, Gandhi Nagar, Vellore Chittoor road, Vellore",TAMIL NADU,saaralfertilitycentre@gmail.com,"Vasan Dental Complex, 73/1, Vellore - Chittoor Rd, next to Easybuy, Suthanthira Ponvizha Nagar, Venkatraman Nagar, Katpadi, Vellore, Tamil Nadu 632006",12.9569016,79.1162722,632006,Vellore,SAARAL,Independent
SAFE Test Tube Baby Centre,"Ward - C , Block 52, Trichy Chennai Bypass , Thimmarayasamuthiram, Srirangam, Trichy",TAMIL NADU,ivfkspnh@gmail.com,"No. 17, Ramamoorthy Nagar, P-32, Karur Bypass Rd, Killa Chinthamani, Tiruchirappalli, Tamil Nadu 620002",10.8186878,78.6615123,620002,Trichy,SAFE,Independent
Sai Fertility Centre & Hospital,"No 43/21,devarajanar street,Vedhachalam Nagar,Chengalpattu",TAMIL NADU,indiraarumugam27@gmail.com,"New # 43, Old # 21, Devarajanar St, behind new bus stand, Vedachalam Nagar, Chengalpattu, Gokulapuram, Tamil Nadu 603001",12.6898953,79.9596033,603001,Chengalpattu,SAI,Chained
SAI MUHIL SPECIALITY CLINICS,"194/7 ASIAD COLONY ANNA NAGAR WEST EXTN., CHENNAI",TAMIL NADU,saimuhilspecialityclinics@gmail.com,"Rohini Flats, 211/2, E Main Rd, Bharathi Colony, Santam Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",13.089047,80.1767113,600101,Chennai,SAI,Chained
SAI NURSING HOME,"17, SRI KAMTACHI AMMAN NAGAR, MANGADU",TAMIL NADU,sainursinghomemangadu@gmail.com,"bus stop, 17, behind Gangai Amman Koil Street, Sri Kamatchiamman Nagar, Kamatchiamman Nagar, Mangadu, Chennai, Tamil Nadu 600122",13.0372438,80.0930883,600122,Chennai,SAI,Chained
SAI WOMENS CLINIC,"56/64, FIRST FLOOR, FIRST AVENUE, INDRA NAGAR ADYAR, CHENNAI",TAMIL NADU,saiwomensclinic@gmail.com,"No: 56/64, First Floor, 1st Ave, above CAFE COFFEE DAY, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",12.9996896,80.2313531,600020,Chennai,SAI,Chained
Sakthi Balaji Clinic,"4, Kumarasamy 2nd street, Thorapadi, Vellore 632002",TAMIL NADU,sakthibalajiclinic@gmail.com,"Thorapadi kumarasamy, 2nd St, Vellore, Tamil Nadu 632002",12.8930573,79.105124,632002,Vellore,SAKTHI,Independent
SakthiFertility,4/147 Nehru Street Udumalpet Tiruppur district,TAMIL NADU,savitha.rajalakshmi8@gmail.com,"4/147, Nehru Street, near Railway Station, Udumalaipettai, Tamil Nadu 642126",10.5807106,77.2472788,642126,Coimbatore,SAKTHIFERTILITY,Independent
"SALEM IVF CENTRE PVT LTD., (ARMC IVF FERTILITY CENTRE)","22/28A, SOUTH EAST LAYOUT, FAIRLANDS, OPP. TO BRINDAVAN ROAD, SALEM",TAMIL NADU,managerslm@armcivf.net,"Fairlands, Salem, Tamil Nadu 636016",11.6761003,78.1169793,636016,Salem,SALEM,Independent
SALEMPOLYCLINIC,"250, OMALUR MAIN ROAD",TAMIL NADU,salempolyclinic@ymail.com,"250, Omalur Main Rd, Salem, Tamil Nadu 636007",11.666225,78.1240634,636007,Salem,SALEMPOLYCLINIC,Independent
Samuel Hospital,"Opp.to Post Office, Thingal Nagar, Kanyakumari District",TAMIL NADU,samuelhospital2@gmail.com,"near Nagercoil, opp. Neyyoor Post Office, Thingal Nagar, Tamil Nadu 629802",8.2020566,77.2853095,629802,Kanyakumari,SAMUEL,Independent
sana fertility center,"8/132,veena hospital, perundurai road,nasiyanur,erode",TAMIL NADU,veenaahospital@gmail.com,"8JPP+MMH, Nasiyanur, Tamil Nadu 638107",11.3187852,77.3209039,638107,Erode,SANA,Independent
SANDHYA HOSPITAL,"565,PHASE 1, 16 TH CROSS, SATHUVACHARY, VELLORE",TAMIL NADU,babu.sandhya@ymail.com,"W5Q9+C9X, No.565,, Phase.I, Sathuvachary, Phase III, Sathuvachari, Vellore, Tamil Nadu 632009",12.9383598,79.1477502,632009,Vellore,SANDHYA,Independent
SANJEEVANI HOSPITAL,"69/2, KOVAI ROAD, ANNUR,COIMBATORE",TAMIL NADU,fertsanjeevani@gmail.com,"69/2, Covai Road, Annur, Tamil Nadu 641653",11.1566674,76.8873932,641653,Coimbatore,SANJEEVANI,Independent
Sanjeevini Nursing Home,"No.80, Kappal Polu Street, Old Washermenpet,Chennai",TAMIL NADU,sanjeevininursinghome@gmail.com,"80, Kappal Polu St, Sanjeevarayanpet, Washermanpet, Chennai, Tamil Nadu 600021",13.1168566,80.2679064,600021,Chennai,SANJEEVINI,Independent
Sanjiv Nursing Home,3/94D Trichy road Palladam,TAMIL NADU,snhpalladam@gmail.com,"Annanagar, WATER TANK, 3/94-D, Trichy Rd, Palladam, Tamil Nadu 641664",10.9981453,77.2702422,641664,Coimbatore,SANJIV,Independent
"SANTHI HOSPITAL, SANTHI JANANAM FERTILITY CENTRE","2/343, LAL STOP, BEHIND SBI, SIPCOT, HOSUR",TAMIL NADU,dr_ndeepa@yahoo.com,"SIPCOT, PRW3+RFM, behind SBI, opp. to Lal, Sipcot Staff Housing Colony, Hosur, Begepalli, Tamil Nadu 635126",12.7490221,77.7851247,635126,Krishnagiri,SANTHI,Independent
SARAVANA HOSPITAL,"47,GUNDUSALAI ROAD(NEAR NEW COLLECTOR OFFICE)CUDDALORE",TAMIL NADU,urologyatcuddalore@gmail.com,"47, Gundusalai Road, Pondy Bye-pass, Cuddalore, Tamil Nadu 607001",11.7725516,79.7570146,607001,Cuddalore,SARAVANA,Independent
Saravana hospital,"No.285,thenvadal new street,sattur",TAMIL NADU,drpsmrajesh87@yahoo.com,"285, thenvadal, S N New St, Sattur, Tamil Nadu 626203",9.3546516,77.8976694,626203,Virudhunagar,SARAVANA,Independent
Sathyam Fertility center,"536,MS road ,vetturnimadam junction ,Nagercoil",TAMIL NADU,acc.sathyamhospital@gmail.com,"Sathyam Hospital, 536, MS Rd, Vetturnimadam, Nagercoil, Tamil Nadu 629003",8.1872034,77.3525349,629003,Kanyakumari,SATHYAM,Independent
SB Fertility centre,"SB Hospital, Rajappa Nagar, Medical College Road, Thanjavur",TAMIL NADU,sbfertilitycentre@gmail.com,"Medical College Rd, Rajjappa Nagar, Thanjavur, Tamil Nadu 613007",10.7755889,79.1158885,613007,Thanjavur,SB,Independent
Selva virutcham Fertility Centre,"H1/C12 R.M colony main road ,  Dindigul-624001",TAMIL NADU,selvavirutcham2@gmail.com,"64/77, Municipal colony, Nehruji Nagar, Dindigul, Tamil Nadu 624001",10.3366923,77.8675327,624001,Dindigul,SELVA,Independent
Serene ART Clinic,"Kuzhanthai Sanjeevi Hospital,17 Jawahar Street,Ramavarmapuram,Nagercoil-1.",TAMIL NADU,sanjeevi04092002@gmail.com,"5CGG+3Q5, Simon Nagar, Nagercoil, Tamil Nadu 629001",8.1751898,77.4063834,629001,Kanyakumari,SERENE,Independent
SG HOSPITAL TEST TUBE BABY CENTRE,"1/1,80 feet road, karur",TAMIL NADU,sghuma@gmail.com,"80 Feet Rd, opp. kvr complex, Gandhi Puram, Karur, Tamil Nadu 639002",10.9610473,78.0509608,639002,Karur,SG,Independent
